id,name,host_id,host_name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,number_of_reviews_l30d,calculated_host_listings_count,availability_365,review_scores_rating
22310305,4 Bedroom Clean & Quiet Suite in Central Vancouver,87417832,Alex,49.29108,-123.04144,Entire home/apt,$215.00,2,223,2023-03-13,4,2,34,4.94
22324957,THE COCOON - CUTE COZY BOHO ROOM CLOSE TO DOWNTOWN,26230655,Willem,49.276791,-123.091484,Private room,$40.00,30,58,2023-01-02,0,2,24,4.83
22326190,Cozy 1 Bedroom+Spacious Lvrm close Transit,20246084,Sarah,49.25459,-123.04589,Entire home/apt,$93.00,2,225,2023-03-05,1,1,88,4.83
22377264,Heart of Downtown Vancouver: 1-bedroom suite + den,163629441,Harveen,49.281,-123.12565,Entire home/apt,$95.00,31,16,2021-06-29,0,1,1,4.94
22389548,Fresh 1 Bedroom + Den Across VGH,139891966,Ishtar,49.26163,-123.12813,Entire home/apt,$115.00,30,13,2023-02-05,0,30,132,4.54
22391348,Arohanui. Serenity in the heart of the city.,162946389,Adrian,49.25501,-123.0714,Entire home/apt,$140.00,2,18,2023-03-05,2,1,91,5
22422543,Free Tesla Charger/Free Parkin/AC/Heated Floor/ECO,18165744,Simba,49.27823,-123.08676,Entire home/apt,$258.00,2,456,2023-03-10,8,2,45,4.84
22424497,3 Bdrm House Share With 1 Other $800/M inc. util.,90713576,Samuel,49.2694,-123.03996,Private room,$80.00,30,1,2018-02-28,0,1,0,5
22434573,Lovely Private Bedroom in an Executive Penthouse,15538567,Milly,49.28104,-123.109,Private room,$72.00,30,1,2023-01-19,0,3,30,5
22434983,Vancouver Studio Apartment with a spectacular view,164329859,Samia,49.28815,-123.13616,Entire home/apt,$175.00,5,20,2018-08-29,0,3,0,4.68
22450798,New- Best View in the City - Fully Equipped 3 BD,3780997,Kristin,49.26553,-123.12651,Entire home/apt,$350.00,2,2,2019-06-02,0,1,0,5
22505866,House On Dunbar B&B,2558633,Joanne,49.25537,-123.19077,Hotel room,$135.00,1,29,2023-02-06,0,3,223,4.79
22519199,Nelson House-Room 4,66327125,Liduo,49.2865,-123.13401,Private room,$80.00,30,72,2022-12-23,0,11,123,4.71
22551920,Nelson House-Room 3,66327125,Liduo,49.28525,-123.13404,Private room,$75.00,30,70,2022-10-31,0,11,51,4.74
22569894,In the ??????of Yaletown .,88510289,Mary,49.27911,-123.11714,Entire home/apt,$199.00,3,0,,0,1,0,
22573163,2 Br 2 Bath Clean&Quiet Home in Central Vancouver,87417832,Alex,49.29075,-123.04071,Entire home/apt,$110.00,2,23,2022-11-06,0,2,0,4.96
22587726,Comfy Hawiian Vibing One Bedroom Apartment,37629287,Courtney,49.26578,-123.09339,Entire home/apt,$100.00,2,47,2019-10-20,0,1,0,4.89
22618949,"Jewel of Trout Lake - quiet, close, community",161189427,Jonathan,49.25133,-123.06182,Entire home/apt,$320.00,10,19,2022-11-09,0,1,26,4.89
22631875,????????????????????????,166495187,Sushi,49.23591,-123.07813,Entire home/apt,$80.00,2,36,2019-01-02,0,1,0,4.11
22659767,Comfortable & Central Across VGH,139891966,Ishtar,49.26182,-123.12821,Entire home/apt,$115.00,30,16,2023-01-31,0,30,162,4.69
22659967,Stay Quaint & Stylish In Vancouver!,139891966,Ishtar,49.26146,-123.12623,Entire home/apt,$115.00,30,14,2023-02-23,1,30,129,4.29
22660264,VANCOUVER - Private Bachelor Suite -12 & Commecial,42068304,Adrian And Mary,49.2603,-123.07149,Entire home/apt,$79.00,29,29,2023-02-01,0,2,285,4.9
22692270,Great for family Inquire for shorter stay,107846148,Bob,49.27268,-123.12848,Entire home/apt,$170.00,30,33,2022-04-18,0,1,218,4.33
22696589,Contemporary King Bed w/En Suite On The Park,2021485,Geoffrey,49.27759,-123.08576,Private room,$110.00,3,99,2023-02-25,1,2,186,4.98
22698900,Cozy and peaceful Point Grey suite on UBC doorstep,167367691,Graham And Caron,49.26226,-123.20874,Entire home/apt,$119.00,5,123,2023-02-15,1,1,250,4.85
22700703,New Renovated 2 Bedroom in Central of Vancouver,79337,Saligooli,49.24757,-123.10317,Entire home/apt,$85.00,365,0,,0,1,0,
22702051,2 bedrooms Awesome Prime  CORE Vancouver Downtown,11207116,Moe,49.28427,-123.12747,Entire home/apt,$129.00,30,0,,0,8,90,
22702511,Vancouver Downtown In the heart of the  City! 1BDR,11207116,Moe,49.27774,-123.12774,Entire home/apt,$110.00,30,1,2021-06-02,0,8,90,4
22702574,BEST family home in Mount Pleasant,7960711,Darcy,49.26175,-123.08837,Entire home/apt,$292.00,2,10,2019-09-29,0,1,4,5
22713698,Hastings Sunrise Heritage House,1530291,Erin,49.2839,-123.04736,Entire home/apt,$180.00,3,5,2018-08-26,0,1,0,5
22718778,Bright and Clean 2 bedroom Garden Suite,21833993,Francesco,49.2531,-123.08731,Entire home/apt,$99.00,4,76,2021-06-01,0,1,0,4.89
22729409,Room with en suite & private entrance near VGH,167761489,Diana,49.26172,-123.13058,Private room,$93.00,2,176,2023-03-05,2,1,5,4.84
22735501,LUXURY BDRM; OLYMPIC VLG / DOWNTOWN; NEAR TRAINS,33331559,Jayden,49.27265,-123.10265,Private room,$99.00,2,112,2020-03-12,0,1,0,4.93
22817433,Ocean View  free parking Downtown YVR,168648735,Linda,49.27189,-123.12569,Entire home/apt,$399.00,3,45,2018-12-11,0,1,0,4.55
22850980,Private studio in the Heart of Vancouver,3423113,Jade & Brandy,49.24684,-123.08154,Entire home/apt,$101.00,2,167,2023-01-23,0,1,4,4.93
22851367,Peaceful Chinatown Condo,18695187,Amanda,49.27714,-123.09881,Entire home/apt,$164.00,10,12,2019-08-18,0,1,0,5
22903375,Spacious & Comfortable 2 Bedroom Near VGH,139891966,Ishtar,49.26017,-123.12838,Entire home/apt,$140.00,30,8,2021-12-15,0,30,275,4.5
22904512,Clean Modern Suite,143411524,Jenn,49.22451,-123.0597,Entire home/apt,$85.00,1,117,2023-01-01,0,1,0,4.72
22905570,Classic & Quiet 1 Bedroom 1 Bath Across VGH,139891966,Ishtar,49.26204,-123.12803,Entire home/apt,$130.00,30,9,2023-01-06,0,30,171,4.78
22925127,"Quiet, relaxing space in Kits Point",156345633,Jane,49.27401,-123.14656,Entire home/apt,$175.00,3,239,2023-03-13,5,1,48,4.93
22931554,????????????7????????????,166876337,Mini,49.23094,-123.13746,Private room,$60.00,30,52,2018-08-31,0,1,0,4.19
22938035,3 bed Subpenthouse Ocean&Mountain View- Downtown,167158373,Stacia,49.27936,-123.10649,Entire home/apt,$413.00,2,191,2023-02-27,1,1,308,4.83
22938316,"Downtown Core City Views - sleeps 5, w/ parking!",100803661,Chance,49.27899,-123.12323,Entire home/apt,$172.00,1,338,2023-02-25,5,1,34,4.72
22943194,Heart of Downtown Cozy Modern Condo - W/ PARKING!!,7737189,Arnel,49.28021,-123.12512,Entire home/apt,$151.00,1,342,2023-02-26,6,1,55,4.7
22973593,East Van Character home with heart,26872236,Stephanie,49.27646,-123.04581,Entire home/apt,$150.00,7,2,2018-08-26,0,1,0,5
23002913,Home away from home.,170626910,Robert,49.20875,-123.11862,Entire home/apt,$175.00,2,122,2023-01-19,0,2,126,4.48
23003777,Ground Floor Home Point Grey ! Beach! Trails! UBC!,10855631,Kristin Nicole,49.25962,-123.18928,Entire home/apt,$120.00,30,34,2022-07-03,0,1,283,4.82
23020307,La Casita: Stylish tiny house in Cambie Village,55306955,Marie,49.25403,-123.11908,Entire home/apt,$100.00,2,41,2020-06-30,0,1,0,4.9
23056643,Near skytrain station and beautiful park.,171137039,Van,49.25229,-123.0525,Private room,$50.00,3,21,2023-02-01,0,3,0,4.67
23062160,Beautiful accomodation in the heart of Vancouver,89155127,Alfonso,49.24287,-123.1536,Entire home/apt,$200.00,3,4,2018-08-08,0,1,0,4.67
23065393,The Yellow House - King room,6609569,Jude,49.26636124,-123.1112595,Private room,$154.00,2,41,2022-10-29,0,3,195,4.72
23078420,A Basement room : Near skytrain station.,171137039,Van,49.25162,-123.05272,Private room,$55.00,3,14,2020-02-16,0,3,1,4.77
23111130,Best Location Downtown Vancouver Chic Apartment,225163010,Vivi,49.27906,-123.12552,Entire home/apt,$278.00,4,106,2022-08-09,0,5,83,4.87
23121835,Big beauty 2Br own patio near Dwntwn+ Free Parking,150034915,Gan,49.24853,-123.13645,Entire home/apt,$205.00,2,52,2023-02-20,1,1,130,4.87
23125839,Beautiful light townhouse in spectacular Kitsilano,158784480,Hilary,49.26965,-123.18132,Entire home/apt,$485.00,7,3,2022-08-06,0,1,0,4.67
23125977,"STUNNING  condo, HEART of the city w/ FREE parking",9908218,Diana,49.27962,-123.12405,Entire home/apt,$211.00,3,183,2023-02-13,1,1,213,4.94
23126012,"4 Bedrooms Entire House, Nearby Downtown Vancouver",171177180,Sunny,49.2316,-123.0628,Entire home/apt,$210.00,28,147,2022-09-29,0,1,75,4.73
23144970,Nelson House-Room 2,66327125,Liduo,49.28572,-123.13395,Private room,$85.00,30,74,2023-02-15,1,11,127,4.73
23161454,OCEAN FRONT Home Kitsilano,169703765,Sam,49.27446,-123.15086,Entire home/apt,$744.00,4,78,2023-01-04,0,1,65,4.96
23172118,Warm & Cozy 1 Bedroom + Flex Across VGH,139891966,Ishtar,49.26001,-123.12607,Entire home/apt,$130.00,30,17,2022-12-25,0,30,163,4.71
23205966,Level | Studio | Luxe Amenities Downtown,2502595,Level Hotels And Furnished Suites,49.27433,-123.1261,Entire home/apt,$110.00,30,3,2023-02-28,1,41,346,5
23218832,"Cozy suite, private entrance+living room+bed room",172702853,Winnie,49.21007,-123.12755,Private room,$74.00,1,141,2020-02-24,0,1,0,4.87
23231348,Sunset beach retreat,128542902,Emma,49.2827,-123.13875,Entire home/apt,$100.00,2,15,2019-09-29,0,1,0,4.87
23237255,Promo Lux Rm private bath near Downtn+Free parking,129656102,Dena,49.24699,-123.1379,Private room,$100.00,2,29,2022-11-24,0,3,352,4.83
23238995,Private well appointed room,58345953,Ben,49.2331,-123.09868,Private room,$113.00,1,206,2023-03-04,5,1,94,4.9
23241231,Stunning Modern & Bright. Downtown w/Balcony & Gym,171149303,Blake,49.28573,-123.12514,Entire home/apt,$150.00,30,60,2023-03-07,1,1,207,4.93
23274503,"Luxury 2 beds 2 baths+office Yaletown, Vancouver",46030026,Ken,49.27732,-123.12063,Entire home/apt,$199.00,90,9,2020-03-31,0,1,269,5
23310375,Lovely suite in Commecial Drive neighbourhood,62202823,Jenny,49.26288,-123.06293,Entire home/apt,$200.00,5,25,2019-09-09,0,1,0,4.64
23340054,Sit by the Fireplace of this Modern Studio,24203518,Carlton,49.27657,-123.12347,Entire home/apt,$120.00,30,18,2022-12-17,0,4,202,4.94
23381923,Luxurious Yaletown apartment  gorgeous water views,15546774,Ali,49.27475,-123.11787,Entire home/apt,$198.00,30,30,2021-03-03,0,3,42,4.5
23393580,TheFreshLoft-PrivateSteam-MountPleasantOlympicVill,988874,Andrew,49.26878,-123.10078,Entire home/apt,$485.00,2,57,2021-07-26,0,1,0,4.98
23413748,Private room in brand-new East Van condo,7084377,Bijan,49.27919,-123.06538,Private room,$45.00,30,0,,0,1,0,
23419304,"Renovated Downtown Core, Sleeps 5, With Parking !",72776990,Vicki,49.28081,-123.12517,Entire home/apt,$181.00,1,325,2023-02-27,4,1,23,4.66
23432805,OV - Private bed+bath in Shared New Sub Penthouse,20178457,Pantha,49.26895,-123.1083,Private room,$89.00,3,26,2020-03-08,0,1,0,4.81
23436663,The Oasis,174816465,"Vesta, Warren And Iain",49.24178,-123.17688,Entire home/apt,$95.00,1,51,2018-09-26,0,1,0,4.65
23457767,Great Condo In Prime Location With Amenities!,174964667,Linda,49.27988,-123.11631,Entire home/apt,$172.00,30,36,2019-01-13,0,1,251,4.5
23480707,Lounge on the Deck and Take in the Views at a Luxe Loft,23633177,Tammy,49.26558,-123.12842,Entire home/apt,$288.00,3,10,2021-09-06,0,2,0,5
23481782,Private Room in a Quiet Family Home,126456251,Terri,49.24032,-123.10135,Private room,$45.00,30,17,2022-11-02,0,5,155,5
23482505,Warm & Stylish 1 Bedroom In Vancouver,139891966,Ishtar,49.25985,-123.12793,Entire home/apt,$110.00,30,14,2023-01-17,0,30,109,4.54
23482800,Modern Family Friendly 2 Bedroom Across VGH,139891966,Ishtar,49.26146,-123.12646,Entire home/apt,$175.00,30,12,2023-02-02,0,30,132,4.5
23485127,Private 2 BR garden suite in character home,121580936,Sarah,49.26746,-123.18358,Entire home/apt,$250.00,2,74,2023-02-19,1,1,47,4.92
23487994,B o u t i q u e ?? P r i v ?? e,61804583,Keith,49.23871,-123.1462,Entire home/apt,$110.00,1,312,2023-03-02,4,2,116,4.97
23502564,"New, Minimal & Bright Townhome in a Quiet Neighbourhood",1275057,Taryn,49.27985,-123.08039,Entire home/apt,$158.00,5,104,2022-12-20,0,1,272,4.87
23507938,Bright cozy house in Main St area. No stairs,12305815,Avi,49.24922,-123.10643,Entire home/apt,$160.00,5,39,2022-12-30,0,1,47,5
23519364,Hip Condo ?€? CENTRAL LOCATION ?€? Ideal for Foodies,6705291,Tuba,49.28082,-123.10843,Entire home/apt,$150.00,2,48,2019-10-25,0,1,0,4.92
23527106,"Great apartment, superb location",6005855,Peter,49.27341,-123.09975,Entire home/apt,$250.00,3,15,2021-11-14,0,2,0,4.87
23528634,Nelson House-Room 5 (bathroom is out of bedroom),66327125,Liduo,49.28642,-123.1341,Private room,$75.00,30,57,2023-01-31,0,11,122,4.7
23547808,Modern design home steps from Commercial Drive,2344259,Alicia,49.27071,-123.06682,Entire home/apt,$400.00,2,9,2022-06-29,0,1,216,4.67
23559355,Level | One Bedroom Suite | Luxe Amenities,2502595,Level Hotels And Furnished Suites,49.27384567,-123.1269226,Entire home/apt,$205.00,30,6,2023-02-19,1,41,318,4.83
23563987,"??€??? Ocean View, King Bed, Bright Corner Suite",135886351,Geneva,49.28465,-123.14188,Entire home/apt,$250.00,14,36,2023-02-27,1,1,5,4.83
23576621,"1br Olympic Village suite, along stunning seawall!",54919108,Trish,49.26986,-123.10616,Entire home/apt,$99.00,30,8,2023-01-31,0,1,41,5
23578800,Level | One Bedroom Suite | Downtown Vancouver,2502595,Level Hotels And Furnished Suites,49.27384567,-123.1269226,Entire home/apt,$205.00,30,3,2022-09-03,0,41,291,5
23583730,private room close to downtown,103324604,Angela,49.2336,-123.10971,Private room,$37.00,2,8,2019-02-04,0,1,0,4.63
23615592,Level | Modern One Bedroom | Downtown Vancouver,2502595,Level Hotels And Furnished Suites,49.27502,-123.12715,Entire home/apt,$125.00,30,3,2023-02-28,1,41,333,5
23615744,Level | Deluxe One Bedroom Suite | Yaletown,2502595,Level Hotels And Furnished Suites,49.27384567,-123.1269226,Entire home/apt,$170.00,31,2,2022-10-17,0,41,364,5
23615892,Level | Deluxe One Bedroom Suite | Luxe Amenities,2502595,Level Hotels And Furnished Suites,49.27384567,-123.1269226,Entire home/apt,$170.00,30,2,2022-09-01,0,41,364,5
23616175,Level | Two Bedroom Suite | Downtown Vancouver,2502595,Level Hotels And Furnished Suites,49.27384567,-123.1269226,Entire home/apt,$220.00,31,1,2021-09-19,0,41,298,5
23631177,Gorgeous Yaletown boutique suite.,95217850,Mauricio,49.27539,-123.13316,Entire home/apt,$150.00,3,96,2023-02-19,1,33,248,4.77
23667593,PATIO TIME-3 outdoor patios! sleeps 8 to 10 people,3494649,Kendra & Trevor,49.27574,-123.03745,Entire home/apt,$420.00,7,50,2023-01-02,0,1,332,4.92
23672204,Comfortable 2 Bedroom Private Suite Near Metrotown,52836108,Jk,49.22509,-123.03591,Entire home/apt,$100.00,1,112,2019-10-20,0,1,0,4.71
23769826,Amazing 1BR Apartment in the Olympic Village,167708643,Allison,49.27024,-123.10181,Entire home/apt,$109.00,30,52,2023-01-15,0,1,288,4.81
23771188,Casa Amelie Downtown Vancouver 1 bedroom condo,31304279,Monica,49.28389,-123.11562,Entire home/apt,$160.00,30,0,,0,2,74,
23773053,Brilliant corner loft in Gastown!,178348855,Paul,49.2833,-123.10495,Entire home/apt,$150.00,60,27,2022-12-30,0,1,43,4.89
23800634,Charming 2 Bedroom Ground Floor Artist's Home,176226893,Anita,49.2324,-123.15844,Entire home/apt,$225.00,3,57,2023-01-16,0,1,293,4.72
23810907,Mt. Pleasant Mountain View!,78650631,Toni,49.26076,-123.08958,Private room,$112.00,2,106,2022-05-31,0,2,11,4.88
23816739,"Single detached , corner home",178767690,Levy,49.23498,-123.09053,Private room,$40.00,1,2,2018-09-28,0,2,0,5
23822741,Nelson House - Room G2,66327125,Liduo,49.28518,-123.13326,Private room,$75.00,30,52,2023-02-09,0,11,130,4.67
23834095,Huge Balcony! 1 Bd near Yaletown and Seawall,178801067,Brian,49.27536,-123.12655,Entire home/apt,$149.00,1,111,2019-12-28,0,2,0,4.34
23862530,Modern and Comfortable East Van Home,134433899,Erica,49.24988,-123.0721,Entire home/apt,$250.00,5,5,2019-08-02,0,1,70,5
23885617,"*NEW* 1BR Olympic Village! Patio, Parking",9085924,Gerry,49.26873,-123.10876,Entire home/apt,$110.00,31,129,2022-12-08,0,3,166,4.9
23902297,Furnished bedroom and garden - 5 mins to downtown,138741347,Neal,49.2546,-123.12656,Private room,$37.00,30,0,,0,2,188,
23916822,$199-Character 3 bdrm 2.5 bthrm home in Kitsilano,159019037,Evonne,49.26652,-123.18185,Entire home/apt,$223.00,7,31,2023-02-07,0,1,201,4.77
23925549,Fabulous One Bed w/ Coal Harbour View,15546774,Ali,49.29039,-123.12458,Entire home/apt,$125.00,28,27,2023-02-01,0,3,73,4.67
23949937,??€??????????????????,179895629,Kara,49.23802,-123.12828,Private room,$95.00,1,75,2019-09-20,0,1,0,4.33
23976574,Brand new condo Olympic Village,83930545,Sara,49.26844,-123.109,Entire home/apt,$135.00,30,41,2022-11-29,0,2,78,4.9
23976814,Studio Condo in Olympic Village (brand new),83930545,Sara,49.27079,-123.10741,Entire home/apt,$105.00,30,78,2023-01-25,0,2,73,4.55
23981929,Kitsilano heritage home,40061935,David,49.26513,-123.16712,Entire home/apt,$267.00,1,215,2023-03-12,9,2,29,4.91
23985693,"Private 2-bed near Main, family/dog friendly",614001,Kate,49.25512,-123.09454,Entire home/apt,$176.00,3,79,2023-03-05,2,1,211,4.8
23991651,NEW KITSILANO 2 bdrm kid friendly home,53967300,Carlos,49.26417,-123.16089,Entire home/apt,$391.00,8,10,2023-01-02,0,1,52,5
24000674,"PRIVATE 1.5 Br Garden suite, CENTRAL",3655825,Jessica,49.25269,-123.12462,Entire home/apt,$78.00,30,4,2019-08-27,0,1,321,4.5
24016633,"Cozy Private Suite, Great Shaughnessy Location",180741245,Easter Seals House,49.25011,-123.12779,Entire home/apt,$75.00,1,15,2021-10-18,0,21,0,4.5
24024651,New 2 BR???parking???skytrain,129513006,Ivy,49.22203,-123.11669,Entire home/apt,$120.00,2,35,2019-12-29,0,2,0,4.63
24066686,White & Bright Two Bed Two Bath Across VGH,139891966,Ishtar,49.26163,-123.12808,Entire home/apt,$135.00,30,9,2022-11-07,0,30,336,4.56
24066913,Quaint & Quiet 1 Bed 1 Bath In Vancouver,139891966,Ishtar,49.26158,-123.12615,Entire home/apt,$130.00,30,6,2022-11-11,0,30,173,4.33
24088415,New 2br private basement ???skytrain,129513006,Ivy,49.22481,-123.11777,Entire home/apt,$120.00,2,47,2020-03-22,0,2,0,4.66
24119846,Beautiful Room in the Heart of Kitsilano Beach,107176582,Lyn,49.2733,-123.15572,Private room,$80.00,30,12,2022-09-30,0,1,224,4.67
24121520,Luxury living at the Fairmont Pacific Rim Hotel,3748154,Helen,49.28842,-123.11759,Entire home/apt,$130.00,180,0,,0,1,0,
24133046,Luxury 1 Bedroom Condo in Trendy Strathcona,115868438,Heidi,49.28244,-123.08245,Entire home/apt,$126.00,2,60,2023-03-12,3,1,96,4.82
24134940,Family Home off Main Street,25473957,Glencora,49.24891,-123.09959,Entire home/apt,$398.00,2,40,2022-08-16,0,1,84,4.62
24140085,"2 floor, renovated home in vibrant neighbourhood",18767885,Shauna,49.28032,-123.05944,Entire home/apt,$400.00,5,5,2019-07-11,0,1,6,5
24160835,Newly Renovated & Fully Furnished Downtown Studio,182069543,Iryna,49.2778,-123.12404,Entire home/apt,$99.00,30,25,2023-02-21,1,1,115,5
24167131,2 BR + 2 Bath Condo in Heart of Downtown,102554136,Bonnie,49.2867,-123.12599,Entire home/apt,$140.00,31,12,2022-12-10,0,5,55,4.83
24183385,5/5 Stars Designer Home Central Westside Vancouver,182271089,Julia,49.2343,-123.10811,Entire home/apt,$795.00,30,56,2023-02-20,1,2,216,4.98
24185448,Kits Beach Loft,20476536,Catherine,49.26837,-123.15531,Entire home/apt,$200.00,30,24,2021-08-31,0,1,222,5
24250201,Downtown Vancouver Luxury Furnished Condo,95217850,Mauricio,49.28327,-123.11642,Entire home/apt,$100.00,30,9,2023-01-21,0,33,129,4.75
24253909,Dunbar Blue House 3_Polar Bear,180824391,Andrea,49.25533,-123.18469,Private room,$121.00,2,80,2023-02-24,1,1,174,4.84
24265852,Sunshine family suite with private bathroom,182976380,Lisa,49.24308,-123.17209,Private room,$99.00,2,7,2019-02-18,0,1,340,4.86
24293792,Luxury 3 bedrooms house in central Vancouver,183269408,Tracy,49.25544,-123.11016,Entire home/apt,$233.00,1,249,2023-02-25,2,1,58,4.81
24310129,Brand New Private Studio in central Mount Pleasant,59846096,Sarah,49.24531,-123.09538,Private room,$100.00,3,169,2023-03-06,2,1,0,4.94
24313445,BIG COZY BOHO ROOM  WITH FREE PARKING,26230655,Willem,49.276779,-123.091438,Private room,$78.00,1,309,2023-03-04,4,2,69,4.81
24328404,Summer vacation home! IN DOWNTOWN Vancouver!,75669015,Peter,49.27955,-123.12056,Entire home/apt,$300.00,31,0,,0,1,0,
24335614,1 Bedroom Apartment 2 Blocks from Sunset Beach,173859564,Melanie,49.27993,-123.13258,Entire home/apt,$103.00,2,23,2019-04-01,0,1,0,4.35
24337332,Kitsilano Comfort,20517828,John,49.26242,-123.17828,Entire home/apt,$90.00,5,25,2021-08-08,0,2,103,4.96
24358269,"2 Bedrooms near Skytrain, Shopping in Vancouver",58189935,Marina,49.23098,-123.03564,Entire home/apt,$120.00,2,101,2023-03-01,2,2,298,4.71
24372189,Modern Living in Coal Harbour.,397721,Svet Savova,49.28833,-123.12272,Entire home/apt,$207.00,2,135,2023-02-24,4,1,20,4.93
24372539,Modern Coal Harbour Style w/gym/wifi/PRKG/central,156808817,Persia,49.28614,-123.12327,Entire home/apt,$148.00,1,268,2023-02-02,0,1,110,4.86
24377235,Furnished 2br + den in Heart of Vancity,5824910,BnB,49.27502,-123.12303,Entire home/apt,$160.00,30,16,2018-10-14,0,1,133,4.75
24379576,A Gem in the Heart of Yaletown,182951403,Gen,49.27914,-123.12078,Entire home/apt,$225.00,4,86,2023-02-27,3,1,75,4.86
24389296,Vancouver Downtown 2BR: floor-to-ceiling windows!!,317618,Edgar,49.28062,-123.12768,Entire home/apt,$282.00,1,17,2021-08-30,0,9,0,4.94
24391564,*Min 6 mo lease* Furnished executive 2 bed 2 bath,2538574,Jaime,49.27193,-123.10172,Entire home/apt,$115.00,180,0,,0,1,0,
24396414,Prime Downtown Location: Skytrain + Rogers Arena!,6110016,Maria Theresa,49.27873,-123.10729,Entire home/apt,$241.00,1,15,2023-02-25,1,1,87,4.87
24413898,Charming 2 Bedroom Private Space,180062569,Kelly,49.24881,-123.04398,Entire home/apt,$99.00,2,74,2022-08-31,0,1,101,4.42
24448342,Private Suite in the Heart of Kerrisdale,29063125,Mary,49.23357,-123.17007,Entire home/apt,$109.00,2,27,2023-01-23,0,1,71,4.67
24450782,Private Room in Kitsilano Heritage Home,28469375,Geraldine,49.27097,-123.18327,Entire home/apt,$125.00,3,182,2023-03-02,3,2,18,4.82
24454936,Excellent location - Near Airport and Train (6),17872558,David,49.2125,-123.11411,Private room,$250.00,3,6,2023-01-01,0,6,73,4.67
24455362,Near airport and mall!  Master BR with ensuite,17872558,David,49.21422,-123.11421,Private room,$99.00,3,11,2022-10-23,0,6,89,4.91
24469246,Minimal + Bright 3BR House for Quiet Getaways,18871578,Gillian,49.26299,-123.20275,Entire home/apt,$280.00,2,8,2018-09-23,0,1,0,4.75
24500508,Sophisticated High-rise Suite with Vancouver Views & Parking,185085297,Met,49.2886,-123.12313,Entire home/apt,$293.00,3,169,2023-02-26,2,1,29,5
24501265,Your Home in Downtown Vancouver with Parking,185092131,Toma,49.28629,-123.125,Entire home/apt,$361.00,2,361,2023-02-05,0,1,42,4.92
24503070,Modern Family Home w/ Stunning Mountain View,21573772,Steph,49.27972,-123.06113,Entire home/apt,$514.00,5,9,2022-12-29,0,1,12,4.89
24517031,Sunny Bedroom for One in Vancouver Heritage house,3150401,Heather,49.25614,-123.07643,Private room,$50.00,1,2,2018-08-26,0,3,0,5
24528249,Helen's House/ Near Skytrain & Airport,28946580,Wen,49.21279,-123.11202,Entire home/apt,$118.00,1,147,2023-03-12,3,2,37,4.69
24535259,New York Style Down Town Loft One Bed in Yaletown,31189071,Joshua,49.27982,-123.12277,Entire home/apt,$139.00,2,278,2023-03-13,5,2,54,4.42
24559993,"Great Location! Clean, Comfy Studio + Free Parking",2568168,Jenni,49.27757,-123.13088,Entire home/apt,$85.00,30,37,2022-10-31,0,1,133,4.78
24561319,"NEW! Lovely Renovated 1BR, Central Van, 15min YVR",73177526,Steven,49.21777,-123.06271,Entire home/apt,$103.00,1,35,2023-02-19,1,1,139,4.94
24634635,"Clean, Bright & Modern",23681093,Noel,49.25214,-123.08713,Entire home/apt,$259.00,3,2,2018-08-08,0,1,0,5
24646416,Roam Vancouver in Style from a Chic Hideout,186084821,Jean-Francis,49.24618,-123.10192,Entire home/apt,$167.00,2,218,2023-03-07,7,2,122,4.94
24650295,176 Furnished 1 Bedroom water view Coal Harbour,600607,Martello,49.29074,-123.12746,Entire home/apt,$93.00,30,2,2020-02-09,0,36,0,5
24658451,Tidy apartment in the heart of the action,22623541,James,49.26181,-123.13425,Entire home/apt,$120.00,3,3,2018-12-29,0,1,0,5
24658559,Bright Family Friendly 4 Bedroom Home w Patio,114371452,Jill,49.25663,-123.08037,Entire home/apt,$200.00,30,32,2023-02-04,0,2,207,4.94
24671100,Charming Strathcona Gem,4177367,Lily,49.27893,-123.0827,Entire home/apt,$225.00,2,58,2019-09-01,0,1,0,4.82
24703143,Yaletown 2 Bedroom Apartment with free Parking,186707248,Archie,49.2791,-123.11925,Entire home/apt,$153.00,2,232,2023-02-26,4,1,74,4.7
24718014,Beautiful Fully Furnished Suite,186837058,Sunny,49.25461,-123.16567,Entire home/apt,$50.00,30,3,2022-04-30,0,2,195,5
24738177,Lakeside apartment,25509896,Cara,49.2575,-123.0569,Entire home/apt,$78.00,4,4,2018-09-26,0,1,0,5
24748690,Modern two bedroom condo in fantastic location,134979986,Jennifer,49.26739,-123.14272,Entire home/apt,$325.00,4,44,2022-05-29,0,1,0,4.98
24754197,1BDR Cozy Unit- Wifi- w4th UBC,82402482,Carol,49.26662,-123.17683,Entire home/apt,$100.00,30,8,2022-08-18,0,2,168,4.29
24755125,Lavender Garden,187158076,Zena,49.2424,-123.16399,Entire home/apt,$180.00,2,18,2022-10-26,0,1,87,4.44
24756081,"Location, Location, Location Super Sparkly Sweet",187166550,Sher,49.26851,-123.15162,Entire home/apt,$224.00,2,143,2023-03-04,3,1,132,4.95
24759144,Promo King bed w/own spa bath+free parking Nr Dwtn,129656102,Dena,49.24818,-123.13609,Private room,$142.00,2,45,2023-02-22,1,3,278,4.93
24776354,Heritage private suite near beach with huge yard,5168463,Kiley,49.27035,-123.21757,Entire home/apt,$152.00,2,132,2023-03-06,3,1,89,4.85
