id,name,host_id,host_name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,number_of_reviews_l30d,calculated_host_listings_count,availability_365,review_scores_rating
52691605,Ocean view beside Delta hotel at water front,406222163,Lucky,49.28514,-123.11297,Entire home/apt,$188.00,90,1,2021-11-21,0,2,0,5
52704078,Beachside Living!! The Best of Kits is All Yours!,273045425,John,49.272354,-123.156494,Entire home/apt,$249.00,3,37,2022-11-28,0,4,76,4.97
52706178,"Room Butterfly, direct sunshine and ensuite bath",309115619,Congxian,49.26004,-123.183,Private room,$89.00,3,45,2023-01-16,0,2,50,4.98
52708672,FAMILY FRIENDLY & Charming 2 bedroom garden suite,17640604,Jj,49.27056,-123.04463,Entire home/apt,$120.00,3,0,,0,1,0,
52721235,Centrally Located Downtown 1 BD - with PARKING!!,426749894,Cindy,49.27994,-123.12292,Entire home/apt,$157.00,1,74,2023-02-27,5,1,68,4.68
52722088,Zodiac Cozy Scorpio Palace@Science World II,346562402,Zodiac,49.27074,-123.10981,Entire home/apt,$138.00,30,7,2022-11-01,0,35,70,5
52740677,Pandora Carriage House,426970943,Sonya,49.28224,-123.02616,Entire home/apt,$199.00,3,41,2023-02-21,2,1,341,5
52741834,Private 2 Bedroom in the heart of East Van,426986091,Kristine,49.24223,-123.04169,Entire home/apt,$115.00,1,31,2023-03-06,2,1,78,4.65
52751384,"EXECUTIVE SUITE, OCEAN VIEW, CLOSE TO BEACH",157380893,Trevor,49.27389,-123.12902,Entire home/apt,$210.00,4,22,2023-03-06,3,1,247,5
52760617,Entire 1-Bedroom Condo with a Patio in Kitsilano!,197349361,Brittany,49.26875,-123.17022,Entire home/apt,$164.00,20,6,2023-02-10,0,1,212,5
52760713,1425 Haro St - 2 Bedrooms - Downtown Vancouver,231663454,Plan A,49.28877,-123.13182,Entire home/apt,$160.00,30,1,2022-09-05,0,84,92,1
52762458,Clean & Modern 2 BR Suite Near PNE,314788,Teresa,49.26749,-123.04195,Entire home/apt,$192.00,2,27,2023-01-28,0,1,89,4.93
52772627,30+ Days Downtown Comfy and amazing location stay,346207379,Miya,49.28634,-123.133,Entire home/apt,$170.00,30,4,2023-01-17,0,1,324,5
52774096,Sunny and Suite,2064300,Eunice,49.23838,-123.04319,Entire home/apt,$110.00,2,23,2023-01-20,0,2,215,4.87
52780922,Comfortable entire 2-bedroom close to downtown,108929417,Milad,49.2607,-123.0629,Entire home/apt,$101.00,3,50,2023-03-05,2,1,36,4.76
52781880,"Modern 1 BR condo+den,3 beds,sleeps 5 &1 parking",427309396,Quang,49.278488,-123.129669,Entire home/apt,$191.00,2,94,2023-03-12,7,1,116,4.82
52795536,Bright & Minimalistic Home w/ Free Parking,47203978,Fiona,49.26934,-123.09995,Entire home/apt,$208.00,2,25,2023-02-26,2,1,43,4.92
52797890,1405 Haro -3 Bedrooms - Downtown Vancouver,231663454,Plan A,49.28657,-123.13222,Entire home/apt,$185.00,30,0,,0,84,132,
52799181,Large 1bd condo in the heart of downtown Vancouver,2848757,Ying,49.27485,-123.12004,Entire home/apt,$130.00,30,1,2022-01-21,0,1,0,5
52805065,Kits 2nd Ave. *NEWLY Renovated home* 1 Bedroom,14517604,Sarah,49.27111,-123.16437,Private room,$110.00,3,23,2023-03-07,2,2,86,5
52812461,2BD Gastown modern apt!,21709560,Sam,49.28264,-123.10055,Entire home/apt,$180.00,2,78,2023-03-04,4,1,40,4.77
52820683,The Heart of Vancouver,71276832,Dominic,49.28023,-123.12441,Entire home/apt,$239.00,2,41,2023-03-05,4,1,53,5
52823029,"Kits Waterfront Apt. City, Ocean & Mountain Views",11241353,Devorah,49.271198,-123.176323,Entire home/apt,$200.00,30,5,2022-10-25,0,2,301,5
52825942,Brand New Modern Condo in Core Vancouver Area,131717834,Charles,49.26769,-123.10049,Entire home/apt,$140.00,30,7,2023-01-03,0,1,0,5
52826298,Stylish Yaletown Condo Perfect Location,84705422,Ross,49.278667,-123.12056,Entire home/apt,$110.00,30,9,2023-01-14,0,1,218,5
52843026,One-Bedroom Garden Level Apartment,134879720,Stephanie,49.27164,-123.15202,Entire home/apt,$174.00,4,41,2023-03-03,2,1,9,5
52843541,1 bedroom in Mount Pleasant,5731290,Anastasia,49.25074,-123.10011,Entire home/apt,$86.00,30,2,2022-12-15,0,1,286,5
52855864,Cheerful 1600 s.f.  3 brm/2bth home-free parking,172335665,Neeta,49.26181,-123.03733,Entire home/apt,$248.00,30,15,2022-09-26,0,2,236,4.93
52862090,Studio basement unit near PNE in East Vancouver,423612357,Tiffany,49.27272,-123.03632,Entire home/apt,$69.00,10,20,2023-01-31,0,1,217,4.85
52866865,Modern 2-bedroom home in Vancouver,428034976,Mike,49.26709,-123.04671,Entire home/apt,$84.00,30,58,2022-10-02,0,1,74,4.93
52880917,D57 - Brand new two bedroom in Olympic Village!,30899,Rami,49.26859,-123.11007,Entire home/apt,$204.00,30,0,,0,28,194,
52899123,Large 1 Bed 1 Bath Apartment in Yaletown,422874211,Chenier,49.27459,-123.12567,Entire home/apt,$137.00,30,4,2023-02-12,1,1,84,5
52906769,Amazing Studio w/ 10ft ceilings in Vancouver,46673467,Daniel,49.27288,-123.03578,Entire home/apt,$85.00,30,52,2023-03-01,1,2,348,4.79
52907497,"New 2bdrm laneway home in Kits, quiet/spacious/UBC",10216651,Yi,49.26189,-123.1795,Entire home/apt,$149.00,1,91,2023-03-12,6,2,30,4.98
52922381,VRs Radius,15492129,Rohan,49.26872,-123.14232,Entire home/apt,$188.00,30,8,2022-10-11,0,1,223,4.88
52924224,CLEAN! Sunrise Guesthouse-Room #3 Male Only,233545783,Teresa,49.26905,-123.03937,Private room,$53.00,30,3,2022-09-29,0,7,262,5
52927077,3BR Modern Home near DT Metrotown,182844854,Julie,49.24725,-123.02393,Entire home/apt,$350.00,5,15,2022-10-25,0,3,166,4.8
52937087,Spacious 1 Bedroom Corner Unit with Stunning Views,14456072,Steven,49.26671,-123.14729,Entire home/apt,$67.00,60,0,,0,1,133,
52940209,Amazing Private Bedroom Downtown + Private Bath,15538567,Milly,49.28126,-123.10915,Private room,$70.00,30,5,2023-03-04,1,3,6,5
52942172,Luxury & Modern Ocean View Apt in Heart Downtown,77610395,Ivan,49.28281,-123.13619,Entire home/apt,$281.00,2,65,2023-02-18,1,1,80,4.88
52956334,"CENTRAL, modern, cozy 1bd apt waiting for you!",52711774,Osvaldo,49.2699,-123.10042,Entire home/apt,$179.00,2,5,2022-06-17,0,1,0,5
52972435,Sophisticated Waterfront Apartment in Yaletown,173288145,Michael,49.27429,-123.11537,Entire home/apt,$130.00,30,4,2022-08-31,0,1,224,4.75
52990385,Warm 1 bedroom in a beautiful Greek mansion.,410730592,Marc,49.26732,-123.20746,Private room,$30.00,30,1,2022-01-03,0,1,119,5
52994683,1 bedroom in the heart of Vancouver's West End,45278027,Ben,49.28607,-123.13631,Entire home/apt,$118.00,3,43,2023-02-24,3,1,190,4.37
53009047,Water view condo,427158215,Neila,49.27476,-123.11566,Entire home/apt,$280.00,1,4,2022-09-28,0,1,307,4.5
53014547,950sf - 2 Bedroom 2 Bathroom Condo in Coal Harbour,18115533,Susan,49.28631,-123.12676,Entire home/apt,$170.00,30,0,,0,1,330,
53016999,LOCATION! Yaletown Studio with Den & Free Parking!,135131117,Robin,49.278667,-123.12056,Entire home/apt,$200.00,31,10,2023-02-20,1,1,266,5
53026140,The Hideaway - Cozy getaway off 'The Drive',3742158,Andrea,49.26935,-123.06394,Entire home/apt,$156.00,2,66,2023-02-18,1,1,54,4.95
53029237,Free Parking/Skytrain/Olympic Village/Breweries,429283220,Joe,49.2678,-123.10022,Entire home/apt,$172.00,2,103,2023-03-10,7,3,19,4.82
53031169,Cozy Luxury Zodiac Scorpio Palace@Science world I,346562402,Zodiac,49.27051,-123.11157,Entire home/apt,$148.00,30,13,2022-02-14,0,35,37,5
53031952,Cute Yaletown 1 br condo+den with free parking,3484852,Natasha,49.27491,-123.11612,Entire home/apt,$125.00,30,7,2023-02-20,1,1,42,5
53042652,Cheerful  3-bedroom home with free street parking,429388907,Jasper,49.245087,-123.061363,Entire home/apt,$180.00,2,59,2023-02-16,1,1,49,4.81
53045938,Chinatown 1 bedroom + den with large outdoor area,126600092,Marc Andre,49.28093,-123.10893,Entire home/apt,$154.00,7,75,2023-03-12,8,1,102,4.96
53046207,???Coal Harbour One Bedroom Den/Office  Free Parking,242006824,Mike,49.28732,-123.1257,Entire home/apt,$345.00,30,5,2023-01-24,0,2,72,5
53052416,"Steps to Skytrain, at the start of 'The Drive'- East Van's cultural hub for food, bar, and good coffee.",3384736,Amanda,49.262623,-123.073257,Entire home/apt,$100.00,30,5,2022-11-04,0,1,0,4.8
53053077,"Perfect 1b by seawall, downtown, food, transit",30512274,Tracy,49.27105,-123.10117,Entire home/apt,$185.00,2,45,2023-03-02,2,1,70,4.93
53062333,Spacious 1-bedroom condo with spectacular views,209394985,Christian,49.26663,-123.13379,Entire home/apt,$265.00,30,4,2022-08-30,0,1,365,5
53063505,Kits Gem: Gorgeous Townhouse,5335111,Eric,49.27372,-123.14707,Entire home/apt,$517.00,5,10,2022-10-03,0,17,17,4.9
53063850,"1-bedroom Guest House in Strathcona, Vancouver",194701296,Erica,49.27699,-123.09089,Entire home/apt,$182.00,4,33,2023-03-05,2,1,116,4.94
53066164,Luxury loft in Historic Gastown,18354032,Katherine,49.283146,-123.103371,Entire home/apt,$669.00,2,54,2023-03-04,4,1,239,4.81
53067446,"Tantra Lounge - Sexy, Romantic Play & Stay Space",293583929,Steve,49.28014,-123.12102,Entire home/apt,$241.00,1,37,2023-03-05,2,28,157,4.81
53082021,Lovely Yaletown 1bdrm w/VIEWS & A/C & Parking,429712560,Trevor,49.27509,-123.11849,Entire home/apt,$132.00,30,16,2023-03-01,1,1,51,4.81
53094754,Fantastic beach side apartment near kits beach,392833638,Sid,49.27151,-123.16727,Entire home/apt,$203.00,3,20,2023-02-22,1,1,262,4.7
53106702,??? Quaint Private Suite ??? No Shared Indoor Space ???,213845376,Creamie,49.22012,-123.05567,Entire home/apt,$90.00,30,6,2022-11-30,0,1,30,4.83
53107198,Gorgeous 2 bedroom  With Extra Large Patio,429924047,Jason,49.26848,-123.09997,Entire home/apt,$242.00,2,78,2023-02-26,4,1,197,4.9
53112643,Cozy Hotel-Style Suite in the Heart of Vancouver,192806661,Jordan,49.26244,-123.14222,Private room,$111.00,1,168,2023-03-11,12,1,98,4.79
53114604,New decoration in west side,88062232,Karman,49.25560594,-123.1849104,Private room,$200.00,30,0,,0,4,365,
53130366,Relax in a 2 Stories 1 Bed House near QE Park,37936714,Ting,49.22899,-123.10397,Entire home/apt,$107.00,1,97,2023-02-25,5,2,93,4.9
53141549,Lovely One Bedroom In Heart of Downtown,379865041,David,49.28075,-123.12408,Entire home/apt,$110.00,30,5,2022-08-14,0,3,83,5
53149435,"D51 - Brand new, two bedroom in Olympic Village",30899,Rami,49.26854,-123.10974,Entire home/apt,$204.00,30,1,2022-08-08,0,28,194,4
53149977,"D52 - Brand new, two bedroom at Avenue One",30899,Rami,49.27049,-123.1112,Entire home/apt,$180.00,30,0,,0,28,344,
53151153,Two Bed Condo with Pool steps from Rogers Arena,20916541,Kiki,49.278992,-123.108124,Entire home/apt,$211.00,2,74,2023-03-11,4,3,99,4.69
53155317,Brand new  1BD penthouse in Olympic Village Area!,174986243,Tom And Cora-Lynn,49.26802,-123.10011,Entire home/apt,$149.00,2,83,2023-03-06,3,1,169,4.8
53156613,2 Beds 2 Bath Condo in DT Central w/ Parking & AC,430320995,Mm,49.27834,-123.12816,Entire home/apt,$137.00,30,5,2022-10-20,0,1,239,5
53158563,Longer stay 3-Br king bed West End TH (+parking),144334674,Julia,49.28761,-123.13217,Entire home/apt,$178.00,30,5,2022-12-21,0,3,103,5
53159167,Free Parking/AC/Water-view/1Queen+Den Twin/30 Days,429283220,Joe,49.27203,-123.11067,Entire home/apt,$141.00,30,39,2023-03-06,2,3,62,4.87
53172196,Stunning Harbour VIEW Suite next to Stanley Park,265249066,Eva,49.29231,-123.13646,Entire home/apt,$137.00,30,2,2022-08-08,0,9,365,4.5
53172876,Luxury Shangri-La Condo with Spectacular View,74533333,Ke,49.28555679,-123.123848,Entire home/apt,$188.00,30,3,2022-08-31,0,3,158,4.67
53174283,Vancouver newly renovated suite near sky train,215294501,Tiffany,49.21975,-123.10647,Entire home/apt,$110.00,30,0,,0,1,269,
53174480,"Modern Guest Suite in New Home, Central Location",9604504,Violet,49.23862,-123.05881,Entire home/apt,$89.00,1,108,2023-03-11,11,1,47,4.87
53188087,Charming 2 bedroom home near Commercial and park,312705993,Frances,49.26628,-123.06967,Entire home/apt,$181.00,1,65,2023-03-12,6,1,34,4.97
53188469,GardenView Modern Condo +Parking +Gym +Pool,8164036,Xin,49.27883911,-123.107399,Entire home/apt,$215.00,2,34,2023-03-11,5,1,331,4.97
53192345,Fresh Cozy Designer Condo right by Science World,153192012,Lola,49.268883,-123.101006,Entire home/apt,$169.00,3,10,2023-03-08,2,1,210,4.9
53195437,STEPS TO GRANVILLE MARKET WALK TONTHE BEACH,126359564,Sylvie,49.2679,-123.14029,Entire home/apt,$140.00,30,1,2021-12-24,0,4,207,5
53199179,Luxurious 2 Bedroom Million Dollar Ocean View Unit,74806205,Adam,49.28953,-123.12976,Entire home/apt,$505.00,10,0,,0,20,272,
53199386,3 Bed @ Shangri-La - 5 Star Luxury!,74806205,Adam,49.28452,-123.12477,Entire home/apt,$604.00,10,0,,0,20,305,
53204972,"Newly renovated, 1 bedroom suite near Canada Line",430726555,Nicole,49.25384,-123.11282,Entire home/apt,$144.00,1,20,2023-03-06,3,1,114,4.95
53221393,Zodiac Palace Yaletown 2BD #1,346562402,Zodiac,49.27345,-123.11446,Entire home/apt,$263.00,3,43,2023-02-23,1,35,69,4.81
53221676,"Charming Private Guest Suite, Steps to ""The Drive""",430889392,Peggy,49.26567,-123.06469,Entire home/apt,$160.00,2,28,2022-10-23,0,1,0,4.68
53223007,Luxury two-bedroom condo in central Vancouver,20704824,Julian,49.27353,-123.10005,Entire home/apt,$153.00,30,5,2022-09-09,0,1,113,5
53230371,Cozy Private Basement Suite in Mount Pleasant,61330841,Anthony,49.24618,-123.10439,Entire home/apt,$119.00,2,59,2023-03-02,4,1,295,4.86
53236759,Stylish Top Floor 1-bedroom in Downtown Vancouver,1555022,Katya And Nick,49.27784,-123.12782,Entire home/apt,$250.00,3,32,2023-01-08,0,1,245,4.88
53239738,????Stunningly Stylish ???? A/C Fireplace & Parking,431027547,Charles,49.26959,-123.102,Entire home/apt,$130.00,2,52,2023-03-07,3,1,55,4.92
53240006,????New York Style Loft ????Gastown - 3beds/Washer+Dryer,431029351,Francis,49.27993,-123.10522,Entire home/apt,$157.00,1,49,2023-03-05,1,1,83,4.67
53243648,Lovely 1 bed condo with fireplace & patio downtown,431060394,Datanga,49.27807,-123.12876,Entire home/apt,$300.00,2,15,2022-09-17,0,1,0,4.93
53253520,DOWNTOWN+Amazing View+2BD/2BA Free Parking,431125573,Crystal,49.278992,-123.108124,Entire home/apt,$297.00,2,84,2023-03-05,4,1,76,4.94
53258150,"Hotel Style Downtown Condo | Pool, Gym, Sauna",431157096,George,49.28579,-123.12372,Entire home/apt,$126.00,3,34,2023-02-05,0,1,42,4.56
53281286,Stunning 2 BD home by Kits beach,10327193,Anna & Joshua,49.270973,-123.148743,Entire home/apt,$425.00,6,4,2023-01-02,0,2,14,5
53282868,Contemporary Loft in Central Downtown Vancouver,147082409,Derek,49.27959,-123.12037,Entire home/apt,$271.00,2,14,2023-02-23,2,1,31,4.93
53296529,East Van Treetop Hideaway,3676480,Clare,49.27174,-123.07181,Entire home/apt,$188.00,2,8,2023-02-12,1,1,0,5
53312417,Designer Olympic Village! AC! 3 min Science world!,431610270,Jeff,49.26946,-123.10007,Entire home/apt,$112.00,2,92,2023-03-13,7,6,65,4.79
53312843,Luxury Olympic Village! AC! 11 Mins to Breweries!,431610270,Jeff,49.26969,-123.10193,Entire home/apt,$140.00,2,102,2023-03-09,5,6,66,4.86
53313024,????Free Parking ??????AC ????Gym ????Craft Breweries ???€ECO,431617447,Richard,49.27004,-123.10029,Entire home/apt,$141.00,2,107,2023-02-26,8,3,76,4.84
53313118,AC/6 Mins to Skytrain/Olympic Villages/ECO-Friendy,431617447,Richard,49.26779,-123.10126,Entire home/apt,$268.00,2,104,2023-03-12,7,3,64,4.77
53330434,One Bedroom+ den Condo in the Heart of Yaletown,24133407,Naz,49.27492,-123.1255,Entire home/apt,$100.00,80,0,,0,1,135,
53330760,Zodiac Palace Yaletown 2Bedroom???2bathroom #2,346562402,Zodiac,49.27601,-123.116,Entire home/apt,$225.00,30,23,2022-10-26,0,35,74,4.7
53338639,"Family-friendly, 3 bedroom house with cat host",3531048,Tiffany,49.26175,-123.08412,Entire home/apt,$225.00,7,0,,0,1,0,
53339583,Cozy Kerrisdale Suite,20739233,Ekaterina,49.23674,-123.16653,Entire home/apt,$84.00,3,70,2023-03-03,4,1,111,4.86
53343134,Cozy 3-bedroom Lane House in a Great Location,431896963,May,49.23169,-123.0771,Entire home/apt,$179.00,1,43,2023-03-13,2,1,240,4.19
53344603,Cosy home close to everything,6516592,Katy And Tom,49.2772,-123.07871,Entire home/apt,$500.00,5,2,2022-08-14,0,1,0,4.5
53347228,Comfortable Private Guest Suite & Private Entrance,19658238,Brian,49.26434,-123.03881,Entire home/apt,$68.00,30,0,,0,6,133,
53348746,Mount Pleasant Loft with a Large Patio & View,238956525,Carly,49.26554,-123.09734,Entire home/apt,$180.00,30,3,2022-08-16,0,1,320,5
53367783,Modern Ocean View Condo In Heart Of Downtown,311050610,Cassie,49.27388,-123.11406,Entire home/apt,$219.00,3,11,2022-12-11,0,2,235,4.27
53382359,Private & quiet suite on ground floor (500 sq ft),44936816,Danny,49.278065,-123.047577,Entire home/apt,$156.00,1,39,2022-12-22,0,1,274,4.85
53383620,1BR Apartment in Olympic Village perfect Long-Term,69709114,Christine,49.2708,-123.10372,Entire home/apt,$125.00,30,9,2023-01-05,0,2,289,4.78
53383998,Nice OneBedroom Apartment just Outside of Downtown,227662329,Jordan,49.28212,-123.08309,Entire home/apt,$99.00,1,49,2023-02-20,2,102,268,4.84
53385748,Amazing Coal Habour 1-Bedroom Condo with View!,201814846,Marissa,49.2885,-123.1227,Entire home/apt,$180.00,2,87,2023-03-12,6,2,61,4.77
53388647,View View View! 2bdr Downtown Condo + FREE Parking,319515040,Joanne,49.2786,-123.10713,Entire home/apt,$215.00,2,66,2023-02-24,2,1,163,4.77
53395597,Bright and modern garden suite near skytrain,17128149,Holly,49.25218,-123.04947,Entire home/apt,$133.00,4,20,2023-03-03,1,1,71,4.85
53400329,Victory Views in Primo Locale in Yaletown!,159846955,Megan,49.27649,-123.12624,Private room,$70.00,30,2,2023-01-22,0,1,67,5
53403902,Deluxe 1-bedroom with a super view of downtown,422352232,Jia Ao,49.28324081,-123.1064337,Entire home/apt,$249.00,30,0,,0,2,365,
53418671,Gorgeous 2-bdrm ground level suite -East Vancouver,432523479,John,49.23411,-123.05429,Entire home/apt,$153.00,2,52,2023-02-26,4,1,82,4.85
53421362,Beautiful 1BR condo + den + 1 parking in Downtown,432548343,Dinh,49.27717,-123.12793,Entire home/apt,$191.00,2,75,2023-03-12,3,1,136,4.89
53422201,"Spacious Modern Home in East Van, Great Location!",754071,Brian,49.27976,-123.06274,Entire home/apt,$245.00,2,5,2023-01-15,0,1,58,5
53437636,Central modern 3-bedroom home,275258,Valerie,49.24306,-123.06606,Entire home/apt,$138.00,2,65,2023-03-12,5,1,178,4.97
53446776,Main St. 1 bd. w/ roof patio in brewery district,14844907,Benjamin,49.26675,-123.09764,Entire home/apt,$165.00,30,5,2023-01-09,0,1,75,5
53447685,Luxurious Penthouse 2 Bed 2 Bath with 180?? Views,49372454,Joshua,49.2758,-123.11657,Entire home/apt,$209.00,30,3,2022-09-01,0,1,12,5
53475337,5-bed (3ba) WHOLE house close to Renfrew Skytrain,433025870,Ming,49.25357,-123.04138,Entire home/apt,$500.00,2,0,,0,1,256,
53479392,Lovely 2 bedroom Kits Home - Walk to the beach!,227662329,Jordan,49.26672,-123.17683,Entire home/apt,$499.00,2,29,2022-09-11,0,102,233,4.86
53483895,Cozy East Van Home @ Nanaimo Skytrain/Bus,433094977,Manh,49.24927,-123.05462,Entire home/apt,$107.00,1,57,2023-01-02,0,1,118,4.7
53500874,Cozy family home in a beautiful neighbourhood,78374841,Jamie,49.24436,-123.08632,Entire home/apt,$400.00,7,0,,0,2,267,
53513101,Lovely 1 bedroom condo with BEST VIEW IN THE CITY!,93158,Carrie,49.26473,-123.13159,Entire home/apt,$235.00,30,4,2023-01-31,0,1,187,5
53514361,Lovely 1 BR Basement Suite near Skytrain w/AC,433336082,Ariel,49.26039,-123.07146,Entire home/apt,$100.00,3,40,2023-03-06,2,1,34,4.75
53516932,Luxury 3 Bedroom Condo in Yaletown,106620137,Maya,49.27784,-123.12386,Entire home/apt,$500.00,2,1,2021-12-19,0,1,364,5
53519115,Vancouver Joy 1 bed+den paradise(30days+),368496189,Wendy,49.27577,-123.11461,Entire home/apt,$135.00,30,7,2023-02-05,0,2,79,5
53521306,Cozy Vancouver downtown with parking/pool/sauna,50555529,Dave,49.27894,-123.10852,Entire home/apt,$151.00,1,114,2023-03-13,10,1,207,4.9
53523917,TK's Vancouvers Hub Downtown,135116180,Terell,49.27761,-123.12805,Entire home/apt,$136.00,30,0,,0,1,347,
53527643,Warm convenience studio in basement,188209109,Haidy,49.22474,-123.12065,Private room,$45.00,30,0,,0,9,79,
53528307,Modern & Bright 1BD Loft in downtown Vancouver!,425233753,Lena,49.27806,-123.12268,Entire home/apt,$230.00,2,104,2023-03-11,8,1,93,4.78
53531830,"New, private, and modern. Walk to everything!",12131673,Melissa,49.23982239,-123.0981674,Entire home/apt,$121.00,30,7,2023-01-12,0,2,60,5
53546495,LUXURY 1Bd apartment with parking - DOWNTOWN!,312056160,Tinna,49.27801,-123.13062,Entire home/apt,$213.00,2,33,2023-02-26,1,1,30,4.97
53572143,"Private Suite, Short Walk to Transit & Restaurants",433844277,Tina,49.24541,-123.0627,Entire home/apt,$119.00,1,69,2023-01-15,0,1,110,4.88
53576801,Waterfront View condo with Parking,427592850,Diana,49.27926,-123.10456,Entire home/apt,$140.00,30,3,2022-11-23,0,1,60,4.67
53577146,CBD quiet 1 bedroom Condo,263963234,Michael,49.28283,-123.12451,Entire home/apt,$152.00,30,7,2023-02-04,0,3,133,4.71
53580140,Modern 2 Bedroom Guest Suite in East Vancouver,410585283,Kyle,49.23531,-123.04212,Entire home/apt,$101.00,1,37,2023-02-25,2,1,317,4.78
53589380,Quiet 1 bdrm coach home in marpole,88008645,Jess,49.21329,-123.13759,Entire home/apt,$114.00,3,52,2023-03-10,3,1,114,4.96
53595567,Modern 3-bedroom residential home off Main Street,6971193,Monica & Thomas,49.25038,-123.0999,Entire home/apt,$342.00,3,10,2023-03-13,1,1,93,5
53596215,"Charm & Convenience???Fast WIFI Queen Bed, Skytrain???",434040212,Meagan,49.23287,-123.03256,Entire home/apt,$130.00,2,40,2023-01-16,0,1,28,4.93
53597154,Bright studio in basement,188209109,Haidy,49.22534,-123.12228,Private room,$48.00,30,2,2022-08-31,0,9,90,5
53612566,"Modern, bright, 1BR w/ parking + AC in False Creek",13100756,Kate,49.26945,-123.10197,Entire home/apt,$177.00,1,93,2023-02-25,2,3,76,4.85
53613052,"Kitsilano Studio, close to everything",141214749,Adriano,49.26347,-123.15016,Entire home/apt,$100.00,30,2,2022-12-30,0,2,0,5
53615990,Stylish 1-bedroom & den sub-penthouse suite,285943973,Celina,49.21237,-123.09132,Entire home/apt,$150.00,29,4,2022-09-27,0,1,250,5
53623847,Modern + Stylish 3BR 2BA in Trendy Mt Pleasant,55993789,Theresa,49.26072,-123.08679,Entire home/apt,$379.00,2,57,2023-02-27,2,1,281,4.86
53625783,"Stylish, Central & Super Modern - Parking Free",356427687,Don,49.27867,-123.13049,Entire home/apt,$170.00,2,23,2023-03-10,1,1,67,4.7
53627965,"BayView? | Getaway- Pool, Hot Tub, Gym | FreePKG",387934866,Lucia,49.2796402,-123.1088562,Entire home/apt,$292.00,1,7,2023-01-11,0,1,256,3.86
53628096,Independent two floor house 2B2B modern design,332778015,Linda,49.2502,-123.04452,Entire home/apt,$108.00,30,10,2023-02-03,0,2,153,4.7
53633071,"Welcome, great location, 4-5people, 2 beds, 30day+",66493295,Gary,49.26965,-123.10027,Entire home/apt,$75.00,30,62,2023-02-05,0,1,132,4.77
53638287,Private Bright Bedroom with Bathroom in basement,188209109,Haidy,49.22451,-123.12202,Private room,$50.00,30,3,2022-03-31,0,9,92,5
53644738,**NEW & Mordern**Private 2 bst bedroom suite,414400379,Crystal,49.23582,-123.04613,Private room,$80.00,2,26,2023-02-28,2,2,130,4.69
53650580,Cute Commercial Drive Hideaway - 1 bedroom suite,218108,Michael + Emily,49.27182,-123.06724,Entire home/apt,$123.00,2,60,2023-03-06,2,1,225,4.98
53664325,"SKYDECK, King+Gym, PREMIER TV, RSQ8, Bike & Maid.",22168735,Steve,49.28118,-123.11904,Entire home/apt,$500.00,30,0,,0,1,362,
53664543,Vancouver westside ocean view 4 bedrm 4bathrm,272222903,Kitty,49.26354551,-123.2004292,Entire home/apt,$450.00,5,0,,0,11,167,
53675968,Sky House - Skyline Views & Convenience,434688704,Jasmine,49.27858,-123.1088,Entire home/apt,$229.00,1,86,2023-03-04,3,1,55,4.63
53686125,Waterfront 1-Bdr Apt w/ Ocean and Sunset Views!,49183628,Karie,49.28,-123.13526,Private room,$249.00,2,1,2023-01-01,0,1,90,4
53720026,DT Vancouver- 1 BDRM/1 BATH - near 4 Ski hills,435082597,Alexei,49.276817,-123.127129,Entire home/apt,$132.00,30,47,2023-03-07,6,1,93,4.89
53726311,"Next to the beach, Downtown, Spacious 1 bdr",135386961,Josiane Val??rie,49.27968,-123.13862,Entire home/apt,$98.00,10,2,2022-08-07,0,1,0,4.5
53730855,Chic Gastown Studio Loft with King bed!,183194689,Jeevan,49.28162,-123.10409,Entire home/apt,$210.00,7,47,2023-03-12,7,1,204,5
53740950,Spacious bedroom in a Kits/South Granville suite,372697229,Marc & Guillaume,49.26236,-123.14082,Private room,$110.00,3,29,2023-02-19,1,2,42,5
53741351,Cosy Luxe Mansion W Pool/Sauna - Vancouver Central,134931528,Moaad,49.2567,-123.1404,Entire home/apt,$972.00,2,33,2023-02-19,1,1,220,4.55
53756807,Charming queen bed. Spacious/comfortable/transit,145722409,Kevin,49.2325,-123.03907,Entire home/apt,$200.00,2,38,2023-02-19,1,1,160,4.79
53766103,"Charming Loft Home w/ Parking, Downtown Vancouver",108665561,Megumi,49.27831,-123.12079,Entire home/apt,$154.00,2,101,2023-03-09,4,1,164,4.96
53772182,Stunning 4-bedroom luxury loft in heart of Kits,273045425,John,49.26703,-123.16064,Entire home/apt,$549.00,4,11,2022-08-13,0,4,0,4.91
53772718,"Mellow 1 bedroom, a walk away from the beach",377295212,Gabe,49.26944,-123.17919,Private room,$53.00,31,1,2021-12-13,0,9,239,5
53788662,Luxury brand new 4 bedroom house close to QE park,349804247,Elvan,49.246761,-123.113998,Entire home/apt,$319.00,30,3,2023-02-20,1,41,6,5
53802240,Cozy 2-bedroom guest house w free street parking,53234503,Susanna,49.22336,-123.15089,Entire home/apt,$165.00,5,26,2023-02-26,3,1,156,4.73
53812295,1-bedroom condo with large workspace and patio,20915217,Hayley,49.26575,-123.09905,Entire home/apt,$300.00,9,2,2023-02-24,1,1,51,5
53813671,141 One Bedroom on Top Floor with Mountain Views,600607,Martello,49.27903,-123.13372,Entire home/apt,$83.00,30,1,2022-03-01,0,36,0,5
